step,time,mu,sigma,entropy,sharpness,sat_hi,sat_lo,exp_100us,exp_ms,delta_exp,reward,mean_pred,uncertainty,ucb_score,action_idx,num_actions
52,1763653944.767999,17.194136284722223,4.735254652475153,1.6044519,9.66442271997899,0.0,0.0,121,12.100000000000001,-3,-50.0,-35.160765233187675,2.095893877268657,-32.01692441728469,1,7
53,1763653944.834434,17.037157118055557,4.633846128094413,1.5848908,9.610525172688051,0.0,0.0,131,13.100000000000001,10,-50.0,-37.495495959017276,1.9024827885436508,-34.6417717762018,6,7
54,1763653944.9015615,17.60703559027778,5.00167957697684,1.6497636,10.041384545427487,0.0,0.0,130,13.0,-1,-50.0,-39.31383663625557,1.3718388462941429,-37.25607836681436,2,7
55,1763653945.0010128,17.559461805555557,4.970713436867775,1.6442798,9.943532562255859,0.0,0.0,127,12.700000000000001,-3,-50.0,-44.24405830650849,1.6615051052841308,-41.7518006485823,1,7
56,1763653945.0680096,17.368289930555555,4.8512460483360185,1.6252866,9.763689115547841,0.0,0.0,126,12.600000000000001,-1,-50.0,-38.914424248299525,1.3238111587113293,-36.928707510232535,2,7
57,1763653945.1342294,17.320243055555554,4.817618664205561,1.6190329,9.70636284714687,0.0,0.0,116,11.600000000000001,-10,-50.0,-42.16767971519688,0.865063460456845,-40.87008452451162,0,7
58,1763653945.2012444,16.722174479166668,4.431057094309353,1.5447922,9.319774301863307,0.0,0.0,116,11.600000000000001,0,-50.0,-28.558045082514788,2.976581261682282,-24.093173189991365,3,7
59,1763653945.2677035,16.7221484375,4.432425588714839,1.5451801,9.382057274712459,0.0,0.0,126,12.600000000000001,10,-50.0,-40.235040721352426,0.7963500474342393,-39.040515650201066,6,7
60,1763653945.334575,17.323993055555555,4.8194712163791715,1.619122,9.779500867132493,0.0,0.0,129,12.9,3,-50.0,-39.43713902948998,2.438959845220189,-35.778699261659696,5,7
61,1763653945.401051,17.504952256944446,4.934198240920881,1.6386497,9.946271675599652,0.0,0.0,128,12.8,-1,-50.0,-28.709082351875367,2.1633076243909466,-25.464120915288948,2,7
62,1763653945.5005999,17.426388888888887,4.8890092314733975,1.6314555,9.864131920030381,0.0,0.0,128,12.8,0,-50.0,-34.56154589618904,2.0976902872818504,-31.415010465266263,3,7
63,1763653945.5671782,17.432078993055555,4.890189612392242,1.6313193,9.945017336697047,0.0,0.0,128,12.8,0,-50.0,-41.95779073870707,1.1515815502673972,-40.23041841330597,3,7
64,1763653945.634141,17.428875868055556,4.887560603155916,1.6305952,9.936766484747995,0.0,0.0,118,11.8,-10,-50.0,-42.93774621588412,0.6181281612748376,-42.01055397397186,0,7
65,1763653945.7010047,16.862769097222223,4.5194943453506085,1.5634488,9.40130199102708,0.0,0.0,119,11.9,1,-50.0,-31.890341510351725,2.0933806543509945,-28.750270528825233,4,7
66,1763653945.7670755,16.908754340277778,4.552507485242937,1.569121,9.54166231642358,0.0,0.0,118,11.8,-1,-50.0,-42.09759601797401,0.6334691147005346,-41.14739234592321,2,7
67,1763653945.8340878,16.85931423611111,4.518838755299258,1.562475,9.388845446249878,0.0,0.0,117,11.700000000000001,-1,-50.0,-34.28275439197499,1.578152184658426,-31.91552611498735,2,7
68,1763653945.9007294,16.808355034722222,4.485260833218722,1.5568056,9.418246472846139,0.0,0.0,120,12.0,3,-50.0,-29.02531940971661,1.3044507405536785,-27.06864329888609,5,7
69,1763653946.0003505,16.96306857638889,4.5882988019895725,1.5770674,9.521167514207626,0.0,0.0,123,12.3,3,-50.0,-39.34896293352614,1.2733886905398515,-37.43887989771636,5,7
70,1763653946.0939054,17.146410590277778,4.701833701262975,1.5983379,9.688137797018921,0.0,0.0,122,12.200000000000001,-1,-50.0,-32.077504847551275,1.0944367764321212,-30.435849682903093,2,7
71,1763653946.167032,17.09027777777778,4.667222912450848,1.5921836,9.605243050733028,0.0,0.0,119,11.9,-3,-50.0,-41.040331692362244,1.0959064976716113,-39.39647194585483,1,7
72,1763653946.2335715,16.908098958333333,4.5502232504676225,1.5691283,9.468025173592272,0.0,0.0,118,11.8,-1,-50.0,-40.34767655326631,0.45601563966581243,-39.66365309376759,2,7
73,1763653946.300381,16.86391059027778,4.5196263349179295,1.5631149,9.428914843448593,0.0,0.0,108,10.8,-10,-50.0,-40.84357591411766,0.6509528367805241,-39.86714665894687,0,7
74,1763653946.366795,16.265017361111113,4.132390286367595,1.4817746,9.114552950465828,0.0,0.0,107,10.700000000000001,-1,-50.0,-33.020320412878604,0.6028742377154634,-32.11600905630541,2,7
75,1763653946.4335394,16.21267361111111,4.096535308325706,1.4743497,9.005941840108234,0.0,0.0,117,11.700000000000001,10,-50.0,-36.74841485607486,1.0245508894323205,-35.21158852192638,6,7
76,1763653946.500201,16.806953125,4.484904106945563,1.5559436,9.458602408778814,0.0,0.0,118,11.8,1,-50.0,-41.328650723743266,0.7507401611194316,-40.202540482064116,4,7
77,1763653946.5668316,16.862790798611112,4.521594312641259,1.5633645,9.515086786265433,0.0,0.0,118,11.8,0,-50.0,-40.867462166126714,0.5666538902591524,-40.017481330737986,3,7
78,1763653946.6668532,16.86484375,4.520260732926973,1.5632374,9.428550135558332,0.0,0.0,121,12.100000000000001,3,-50.0,-42.168624261737904,0.6062081424720912,-41.25931204802977,5,7
79,1763653946.7331007,17.04521267361111,4.638259904973996,1.5862828,9.591979161844138,0.0,0.0,121,12.100000000000001,0,-50.0,-41.64416909197008,0.5388150406975036,-40.83594653092382,3,7
80,1763653946.8045862,49.63203559027778,37.418255310633995,3.1007166,117.13015457530082,0.0,0.0,124,12.4,3,-22.186921387280773,-25.343930792739606,3.946048185470352,-19.42485851453408,5,7
81,1763653946.8666143,49.805859375,37.48097075574116,3.105465,118.0333860941569,0.0,0.0,127,12.700000000000001,3,-18.79831790125791,-28.93877595229028,4.166561620060775,-22.688933522199115,5,7
82,1763653946.9328632,50.12937934027778,37.68810071448914,3.1139083,118.47003703159285,0.0,0.0,130,13.0,3,-18.53836924043318,-18.00865833118381,1.0097072370063154,-16.494097475674337,5,7
83,1763653946.99939,50.50142795138889,37.947197960197265,3.1239448,120.31423045789933,0.0,0.0,133,13.3,3,-18.199331754772537,-16.96386250555026,0.8001675480639128,-15.76361118345439,5,7
84,1763653947.066208,50.886041666666664,38.21782892219339,3.1344702,121.37885033348932,0.0,0.0,136,13.600000000000001,3,-17.862865468241104,-16.095106529950897,0.7503682544769398,-14.969554148235487,5,7
85,1763653947.1658242,51.192981770833335,38.43598181574515,3.142491,122.6031165418083,0.0,0.0,139,13.9,3,-17.586158020869835,-15.59256976336383,0.7444548742489598,-14.47588745199039,5,7
86,1763653947.232872,51.73917534722222,38.88957167077846,3.1577082,125.09178441772458,0.0,0.0,142,14.200000000000001,3,-17.109604365869163,-16.150422705782756,0.7224551481915712,-15.066739983495399,5,7
87,1763653947.2991378,52.302738715277776,39.349426366170334,3.1718676,127.71834490648435,0.0,0.0,145,14.5,3,-16.599701496424725,-15.139681617433267,0.7308585259033971,-14.043393828578171,5,7
88,1763653947.3658333,52.93725694444444,39.90609164168467,3.1867576,130.69389642181395,1.3020833333333334e-05,0.0,148,14.8,3,-16.036140147936038,-15.058534531394615,0.6970102461350905,-14.013019162191979,5,7
89,1763653947.4322813,53.55647135416667,40.452657581802995,3.201225,134.2066725524902,3.472222222222222e-05,0.0,151,15.100000000000001,3,-15.476238567025234,-14.575095427326646,0.6715166007557634,-13.567820526193001,5,7
90,1763653947.5033717,54.332065972222225,41.14675295895282,3.2184453,137.19111302880182,0.00046875,0.0,154,15.4,3,-14.825883659850373,-14.325269977237472,0.6526605433627111,-13.346279162193404,5,7
91,1763653947.5661156,55.20553819444444,41.94285487697732,3.2355924,141.50224225953656,0.001896701388888889,0.0,157,15.700000000000001,3,-14.086408613820538,-13.839480441340756,0.8524192007482717,-12.560851640218349,5,7
92,1763653947.6655335,56.17525607638889,42.80954310221249,3.2529702,146.96328366126542,0.004140625,0.0,160,16.0,3,-13.27324730818702,-18.200468706289556,1.6492169690011156,-15.726643252787882,5,7
93,1763653947.7325616,57.06082899305556,43.58104252671737,3.2678733,151.78479571440892,0.0057855902777777775,0.0,163,16.3,3,-12.539578214381875,-26.710352635875484,3.799346949134962,-21.01133221217304,5,7
94,1763653947.7986536,58.218671875,44.54744383301391,3.2876568,158.48190115015475,0.0072265625,0.0,166,16.6,3,-11.621431098736776,-14.306634603859868,1.0183468045437136,-12.779114397044298,5,7
95,1763653947.8653264,59.40960503472222,45.52674491286813,3.3058653,166.06750608173888,0.00796875,0.0,169,16.900000000000002,3,-10.669869005662191,-13.386848770481295,0.9471147934977014,-11.966176580234743,5,7
96,1763653947.9319875,60.68821614583333,46.58732429268601,3.325405,174.65509606360922,0.008368055555555556,0.0,172,17.2,3,-9.678881111035105,-11.818831508936265,0.7904925412580024,-10.63309269704926,5,7
97,1763653947.9986591,61.80751736111111,47.5093091106347,3.342892,181.5293258572048,0.008515625,0.0,175,17.5,3,-8.83775879847546,-10.55866266118128,0.6409374760972703,-9.597256447035376,5,7
98,1763653948.06539,63.11242621527778,48.5850935405004,3.3627775,191.43081051294772,0.008606770833333333,0.0,178,17.8,3,-7.893235518529453,-9.846235052953201,0.5422303036142362,-9.032889597531847,5,7
99,1763653948.1652439,64.32256944444444,49.58894605132568,3.3819306,198.48127694044703,0.008667534722222222,0.0,181,18.1,3,-7.068254120240572,-8.921733214170029,0.4777491210564252,-8.205109532585391,5,7
100,1763653948.236845,65.44500434027778,50.50392075805348,3.397576,206.70311974826382,0.008715277777777778,0.0,184,18.400000000000002,3,-6.317813998300472,-7.7048428620351554,0.5395672177994348,-6.895492035336003,5,7
101,1763653948.2985935,66.39240451388889,51.28138202078185,3.411836,212.17042310020543,0.008741319444444444,0.0,187,18.7,3,-5.72992839713454,-7.462672205159543,0.7867324386511534,-6.282573547182813,5,7
102,1763653948.3650782,67.4639626736111,52.17047629784916,3.4271452,220.05213463901467,0.008802083333333334,0.0,190,19.0,3,-5.0872864098390105,-6.439320852380797,0.6438726142504991,-5.473511931005048,5,7
103,1763653948.431537,68.38634114583333,52.91541310915083,3.4393423,225.36576816134982,0.008845486111111111,0.0,193,19.3,3,-4.5647095127823745,-5.716982903897009,0.571275351124586,-4.86006987721013,5,7
104,1763653948.4982064,68.97856770833333,53.37619071366294,3.4475603,229.13302069089912,0.00896267361111111,0.0,196,19.6,3,-4.238080257033208,-5.19793355287976,0.5136444986433315,-4.427466804914762,5,7
105,1763653948.5646508,69.38944444444445,53.636042226594476,3.453821,231.04744732573712,0.009032118055555555,0.0,199,19.900000000000002,3,-4.051525354761318,-4.997915101625836,0.4633975278955164,-4.302818809782561,5,7
106,1763653948.6646945,69.61880208333334,53.74108696083159,3.456221,231.33777518378363,0.009014756944444445,0.0,202,20.200000000000003,3,-3.980516794586743,-4.924478227947017,0.4210048956492144,-4.2929708844731955,5,7
107,1763653948.731331,69.93182291666666,53.91997418187621,3.460876,233.45863533679358,0.009088541666666667,0.0,205,20.5,3,-3.865471124606468,-4.6201167101123595,0.4001851212912207,-4.019839028175529,5,7
108,1763653948.797862,70.24241319444444,54.111877127483076,3.465582,233.58512333434305,0.009114583333333334,0.0,208,20.8,3,-3.7682970811270766,-4.887366536942439,0.3723579010739882,-4.328829685331456,5,7
109,1763653948.8645504,70.653046875,54.38431933472437,3.4719586,235.6365427404144,0.009184027777777777,0.0,211,21.1,3,-3.6046289858529286,-4.88499627481494,0.3567132155663961,-4.349926451465346,5,7
110,1763653948.9363067,71.13849392361111,54.7255335124094,3.4787018,237.64572775336373,0.009253472222222222,0.0,214,21.400000000000002,3,-3.40485185852532,-4.802825010345334,0.3429267808484433,-4.288434839072669,5,7
111,1763653948.9977586,71.66113715277778,55.09783334831875,3.4856937,241.4671869407183,0.009314236111111112,0.0,217,21.700000000000003,3,-3.163601363225174,-3.256522514344147,0.5340857118862139,-2.4553939465148265,5,7
112,1763653949.0641897,72.11060329861111,55.420939234423074,3.4924083,244.62494812885805,0.009392361111111112,0.0,220,22.0,3,-2.9585694298664267,-3.2136432137635147,0.4745784111063869,-2.5017755971039346,5,7
113,1763653949.1642334,72.70672309027778,55.87431176503854,3.5016446,247.81192809237254,0.009461805555555555,0.0,223,22.3,3,-2.7121319329339655,-3.2159335825783675,0.42849837456761075,-2.5731860207269515,5,7
114,1763653949.2309465,73.47046006944444,56.45870160362797,3.5122342,251.6754447386,0.009622395833333333,0.0,226,22.6,3,-2.3958172363456107,-2.68293271122112,0.46918574943069913,-1.9791540870750712,5,7
115,1763653949.2973025,74.24147135416666,57.066795305860225,3.522624,256.9734463228014,0.009765625,0.0,229,22.900000000000002,3,-2.053274312244292,-3.0334805587023164,0.3658465814517081,-2.484710686524754,5,7
116,1763653949.3639364,75.01064236111111,57.689897021379494,3.5342612,262.36145743204753,0.009921875,0.0,232,23.200000000000003,3,-1.7223569942184591,-2.7958134416022977,0.34428849158132313,-2.279380704230313,5,7
117,1763653949.4306738,75.97831163194445,58.488111053866454,3.5483243,270.1911086613972,0.01017361111111111,0.0,235,23.5,3,-1.3193938146473925,-2.5840003057026513,0.32604370694962626,-2.094934745278212,5,7
118,1763653949.4974203,77.05731770833333,59.37646200913269,3.5638502,275.70216086086697,0.010499131944444445,0.0,238,23.8,3,-0.9170124476329816,-2.3412835436656154,0.31041547459715735,-1.8756603317698795,5,7
119,1763653949.5640147,35.94782118055556,18.52800113293154,2.6969,35.274855859375,0.0,0.0,241,24.1,3,-39.7200245988412,-2.054605613049163,0.3015111624115333,-1.602338869431863,5,7
120,1763653949.6686585,24.388689236111112,9.34003185129938,2.1650825,15.536015001009716,0.0,0.0,244,24.400000000000002,3,-50.0,-12.842211751328225,1.8292857908754707,-10.09828306501502,5,7
121,1763653949.7309291,24.464639756944443,9.413309670820707,2.171163,15.56742187017747,0.0,0.0,243,24.3,-1,-50.0,-30.517233293791435,2.6349438382174015,-26.564817536465334,2,7
122,1763653949.796896,24.2931640625,9.317933545675519,2.1628656,15.464774213249301,0.0,0.0,233,23.3,-10,-50.0,-45.85985929761749,1.3014811381216842,-43.907637590434966,0,7
123,1763653949.8637266,23.663580729166668,8.916055957935958,2.1287463,14.9244180941358,0.0,0.0,243,24.3,10,-50.0,-50.27209833114642,3.244157452819238,-45.40586215191756,6,7
124,1763653949.9301307,24.248424479166665,9.29572219231846,2.1604772,15.491452917009521,0.0,0.0,242,24.200000000000003,-1,-50.0,-47.55809716900899,0.832776221204756,-46.30893283720185,2,7
125,1763653949.9979458,24.184266493055556,9.260841517728366,2.1589725,15.291857614474823,0.0,0.0,232,23.200000000000003,-10,-50.0,-48.04860071659694,0.7824149922570364,-46.87497822821138,0,7
126,1763653950.0966988,23.582578125,8.87036285071087,2.1240358,14.850954861035758,0.0,0.0,232,23.200000000000003,0,-50.0,-49.4009156386423,2.031102948942968,-46.35426121522785,3,7
127,1763653950.1635137,23.58048611111111,8.866052185776836,2.1234837,14.889040737406411,0.0,0.0,231,23.1,-1,-50.0,-47.60896922736208,0.5943442601235207,-46.7174528371768,2,7
128,1763653950.2300432,23.528255208333334,8.834120458885023,2.120639,14.832400144958497,0.0,0.0,230,23.0,-1,-50.0,-48.09962359348142,0.5096089268297278,-47.33521020323683,2,7
129,1763653950.2964246,23.477061631944444,8.804199886237619,2.118813,14.754878472146872,0.0,0.0,220,22.0,-10,-50.0,-48.272738473897576,0.6642254567270209,-47.27640028880705,0,7
130,1763653950.3682115,22.87294704861111,8.417670056463832,2.0827036,14.338784607611762,0.0,0.0,220,22.0,0,-50.0,-47.32148773489976,0.733884952244281,-46.22066030653334,3,7
131,1763653950.430343,22.872760416666665,8.413578188598203,2.081791,14.357847205268012,0.0,0.0,220,22.0,0,-50.0,-48.332223336926155,0.6311251531145053,-47.3855356072544,3,7
132,1763653950.4963167,22.875203993055557,8.415170746913354,2.0814214,14.292161441379125,0.0,0.0,219,21.900000000000002,-1,-50.0,-48.16788701479597,0.579837948184333,-47.29813009251947,2,7
133,1763653950.5965073,22.81357638888889,8.378997991904008,2.0790477,14.323549934594427,0.0,0.0,219,21.900000000000002,0,-50.0,-48.27272437451085,0.5350064508004413,-47.47021469831019,3,7
134,1763653950.6631005,22.81888888888889,8.373853724300877,2.077352,14.083836222029323,0.0,0.0,218,21.8,-1,-50.0,-48.230128690394636,0.5067632018639664,-47.46998388759869,2,7
135,1763653950.7296853,22.76328559027778,8.341946286732483,2.0747778,14.14000426550971,0.0,0.0,218,21.8,0,-50.0,-48.17396236098868,0.47681446015914025,-47.45874067074997,3,7
136,1763653950.7962952,22.765946180555556,8.34526968415462,2.074154,14.314044993007336,0.0,0.0,217,21.700000000000003,-1,-50.0,-48.217994552859075,0.45783132384304326,-47.53124756709451,2,7
137,1763653950.8628223,22.685633680555554,8.29212426696957,2.0694852,14.204479115728684,0.0,0.0,217,21.700000000000003,0,-50.0,-48.048571710825975,0.43819015279906937,-47.39128648162737,3,7
138,1763653950.9293733,22.684396701388888,8.293844957313908,2.0694854,14.050902611325109,0.0,0.0,227,22.700000000000003,10,-50.0,-49.18160514322801,1.1743068294433072,-47.420144899063054,6,7
139,1763653950.9958248,23.28755642361111,8.684002974285917,2.1075284,14.551036885409886,0.0,0.0,217,21.700000000000003,-10,-50.0,-48.669962357681285,0.6221153558704323,-47.736789323875634,0,7
140,1763653951.1003737,22.68769097222222,8.295441323505583,2.0703816,14.151041611735026,0.0,0.0,216,21.6,-1,-50.0,-47.34093697396618,0.4011057632439367,-46.73927832910027,2,7
141,1763653951.1630938,22.6373828125,8.260869161060652,2.0664086,14.094500797959315,0.0,0.0,216,21.6,0,-50.0,-47.75796830320656,0.5025472942803608,-47.00414736178602,3,7
142,1763653951.2291548,22.63470486111111,8.258883395932845,2.0663042,14.224118870695136,0.0,0.0,216,21.6,0,-50.0,-48.16792730839629,0.4518203588877558,-47.49019677006466,3,7
143,1763653951.2956598,22.636627604166666,8.261576237350681,2.0665367,14.12665361718072,0.0,0.0,216,21.6,0,-50.0,-48.36642335592835,0.41290229976022397,-47.74706990628801,3,7
