step,time,mu,sigma,entropy,sharpness,sat_hi,sat_lo,exp_100us,exp_ms,delta_exp,reward,mean_pred,uncertainty,ucb_score,action_idx,num_actions
40,1763621210.8185945,61.66987413194445,42.387458186700655,3.375351,163.83127992011177,0.0004817708333333,0.0,145,14.5,1,-41.37799957548583,-45.09873748551989,0.6401315157578327,-44.13854021188314,3,5
41,1763621210.8809254,62.53030381944444,43.13156584571823,3.3881278,168.5985864225976,0.0017795138888888,0.0,146,14.6,1,-39.99560565619933,-43.65064779420828,0.5494794166034139,-42.82642866930316,3,5
42,1763621210.9471166,63.16425347222222,43.6696028151502,3.3967574,173.15678502722844,0.0032074652777777,0.0,147,14.7,1,-38.94721479620008,-42.68510876430658,0.8003346789639602,-41.484606745860646,3,5
43,1763621211.013388,63.78661458333333,44.180042251344894,3.4052565,175.92558303644628,0.0045225694444444,0.0,148,14.8,1,-37.9714174568872,-39.490085213989474,1.0143994746001437,-37.96848600208926,3,5
44,1763621211.0802107,64.4034157986111,44.67234779595934,3.414725,179.77080134411094,0.0053645833333333,0.0,149,14.9,1,-37.00128977584183,-36.75780080927527,1.0224382918822823,-35.224143371451845,3,5
45,1763621211.1803548,65.26185329861111,45.34212676705548,3.4281673,185.30368899647283,0.0062282986111111,0.0,150,15.0,1,-35.68572040915574,-35.0242005781093,0.9190135883146926,-33.64568019563726,3,5
46,1763621211.2469132,65.78002604166667,45.73373198926574,3.435823,187.87759299760984,0.0065364583333333,0.0,151,15.1,1,-34.86980583689309,-33.433345839526794,0.8548879702823177,-32.15101388410332,3,5
47,1763621211.31332,66.2605859375,46.09804305247445,3.4440165,191.8020676200019,0.0066970486111111,0.0,152,15.2,1,-34.13081897821334,-33.84513926162823,0.6457618522929512,-32.87649648318881,3,5
48,1763621211.3797035,66.71086371527778,46.429149447712526,3.4516373,193.68362765749703,0.0068315972222222,0.0,153,15.3,1,-33.467551669641026,-33.60813161752485,0.554137067632284,-32.77692601607642,3,5
49,1763621211.446669,67.23206597222222,46.81251557152784,3.460476,197.87636678933976,0.0068880208333333,0.0,154,15.4,1,-32.69150210939223,-33.411960861187225,0.4872145541212945,-32.68113903000528,3,5
50,1763621211.5178716,67.52470052083333,47.02251138959159,3.4654205,199.9357707663453,0.0069401041666666,0.0,155,15.5,1,-32.24502649716872,-32.978590484075895,0.4514133112877252,-32.30147051714431,3,5
51,1763621211.5798228,67.72064236111112,47.15104061613693,3.4685698,200.2185249972685,0.0069791666666666,0.0,156,15.6,1,-31.972038704518877,-33.280624266706695,0.4096671769149102,-32.66612350133433,3,5
52,1763621211.6793768,67.83057725694445,47.211790362501056,3.469548,201.22839713421104,0.0069748263888888,0.0,157,15.7,1,-31.814638293454063,-33.14099203458949,0.3884062723367345,-32.55838262608439,3,5
53,1763621211.7461455,68.02447482638888,47.32350043601589,3.4730659,201.6434445454162,0.0069791666666666,0.0,158,15.8,1,-31.56198010748705,-32.97354865431906,0.3855159022554411,-32.3952748009359,3,5
54,1763621211.812955,68.14958767361111,47.40149551621486,3.473967,204.15473996836343,0.0070182291666666,0.0,159,15.9,1,-31.368533113033187,-32.83308515306743,0.3696452398023857,-32.27861729336385,3,5
55,1763621211.8796606,68.2821484375,47.4822293776202,3.475775,203.82423861762152,0.0070442708333333,0.0,160,16.0,1,-31.204420693639427,-32.77176267832119,0.3642104654732833,-32.225446980111265,3,5
56,1763621211.9460816,68.41542100694444,47.56268642325317,3.4782176,204.15963561587864,0.0070138888888888,0.0,161,16.1,1,-31.030606852697147,-32.662994409086615,0.366185686809441,-32.113715878872455,3,5
57,1763621212.0128725,68.64102864583333,47.7123383306311,3.481473,205.45195136626444,0.0070399305555555,0.0,162,16.2,1,-30.726810849123865,-32.54427171180169,0.3690964119512648,-31.9906270938748,3,5
58,1763621212.0792918,68.79614149305556,47.8074088597443,3.483913,206.8523837049507,0.0070746527777777,0.0,163,16.3,1,-30.50481902754009,-32.37057874290336,0.3754470802444188,-31.80740812253673,3,5
59,1763621212.1793616,68.94651475694444,47.898606827653815,3.486195,206.08279313736895,0.0070789930555555,0.0,164,16.400000000000002,1,-30.32083186249128,-32.16551019044172,0.3830138394143789,-31.590989431320157,3,5
60,1763621212.2506602,69.10012586805556,48.00835336730174,3.488696,207.7018364763425,0.0070876736111111,0.0,165,16.5,1,-30.10664787758481,-31.96759673789818,0.3915837114905274,-31.380221170662388,3,5
61,1763621212.312528,69.40305555555555,48.20347311682729,3.492638,209.6089186943713,0.0070963541666666,0.0,166,16.6,1,-29.699280646209065,-31.86868110063862,0.3985669206407994,-31.270830719677424,3,5
62,1763621212.379156,65.78868055555556,45.2360257580622,3.4340756,183.4615122974349,0.0061067708333333,0.0,167,16.7,1,-35.49229331882803,-31.632601317104964,0.4181833519535832,-31.00532628917459,3,5
63,1763621212.4456882,21.471362847222224,5.539369453399779,1.7528772,13.39848523474799,0.0,0.0,168,16.8,1,-50.0,-13.345139568873243,7.946416416770032,-1.4255149437181949,3,5
64,1763621212.512337,21.307994791666665,5.410168407214078,1.7330233,13.235195127868655,0.0,0.0,167,16.7,-1,-50.0,-45.95613580846442,2.4129870167760235,-42.33665528330039,1,5
65,1763621212.612,21.11114583333333,5.294188120357326,1.712106,13.08922721889166,0.0,0.0,170,17.0,3,-50.0,-45.967181618189926,2.1314433804806434,-42.77001654746896,4,5
66,1763621212.678475,21.29450954861111,5.369024074049335,1.7256434,13.16897564734942,0.0,0.0,170,17.0,0,-50.0,-46.70221603055949,2.039459354100862,-43.64302699940819,2,5
67,1763621212.7454524,21.27720920138889,5.356213910450055,1.7238361,13.132569441731771,0.0,0.0,167,16.7,-3,-50.0,-47.32090068809139,0.8933919233313297,-45.9808128030944,0,5
68,1763621212.8116963,21.057473958333333,5.252616299913168,1.7041521,12.948389413621692,0.0,0.0,168,16.8,1,-50.0,-50.44463209286965,2.0096570511849587,-47.43014651609221,3,5
69,1763621212.8785694,21.110065104166665,5.27729999350576,1.7090287,13.017009510464137,0.0,0.0,165,16.5,-3,-50.0,-48.474954651463776,0.6380631546051955,-47.51785991955598,0,5
70,1763621212.9493818,20.93031684027778,5.192312124165026,1.690967,12.914105902777775,0.0,0.0,168,16.8,3,-50.0,-48.54957674280652,0.8376005504362362,-47.29317591715217,4,5
71,1763621213.011935,21.105390625,5.271983942612317,1.7077246,12.997217877705893,0.0,0.0,168,16.8,0,-50.0,-48.34404424842506,0.8818347619380695,-47.02129210551796,2,5
72,1763621213.111787,21.105325520833333,5.270674019984442,1.706547,13.020030302353849,0.0,0.0,167,16.7,-1,-50.0,-48.87350682041281,0.9048263477603276,-47.51626729877231,1,5
73,1763621213.1786878,21.045703125,5.246212566586459,1.7025391,12.939835010368444,0.0,0.0,164,16.400000000000002,-3,-50.0,-48.63645339072673,0.5375340354897273,-47.83015233749214,0,5
74,1763621213.244589,20.8352734375,5.148424251910723,1.6810333,12.801254324435009,0.0,0.0,167,16.7,3,-50.0,-48.30519121202636,0.7072493089082754,-47.24431724866395,4,5
75,1763621213.3116262,21.04539496527778,5.2425212166332384,1.7007375,12.912864456666544,0.0,0.0,167,16.7,0,-50.0,-48.93199099945989,0.6443095767139077,-47.96552663438903,2,5
76,1763621213.3778696,21.045850694444443,5.242191462063368,1.7014592,12.935837510681152,0.0,0.0,164,16.400000000000002,-3,-50.0,-48.901104873337104,0.4669522659648417,-48.20067647438984,0,5
77,1763621213.44462,20.836098090277776,5.1444944159687696,1.680362,12.852044229220166,0.0,0.0,167,16.7,3,-50.0,-48.7603483369291,0.5796191581638593,-47.89091959968331,4,5
78,1763621213.5446014,21.032721354166668,5.239517607983619,1.7006195,13.112400073223345,0.0,0.0,167,16.7,0,-50.0,-49.20648573916405,0.5382019639350203,-48.39918279326152,2,5
79,1763621213.611024,21.021059027777778,5.233178997524052,1.7002392,12.84618055487739,0.0,0.0,164,16.400000000000002,-3,-50.0,-49.08950453465624,0.4171181911912449,-48.463827247869375,0,5
80,1763621213.682462,20.805946180555555,5.131098951344863,1.6777545,12.792938205125596,0.0,0.0,167,16.7,3,-50.0,-48.9635692106871,0.5061767733242613,-48.20430405070071,4,5
81,1763621213.744503,21.0115234375,5.227117960756765,1.698242,12.969175232611764,0.0,0.0,166,16.6,-1,-50.0,-48.86795462725792,0.7006044032400904,-47.817048022397785,1,5
82,1763621213.8109095,20.9530859375,5.197742526265691,1.6929187,12.80513454814016,0.0,0.0,166,16.6,0,-50.0,-48.61713783862932,0.5518104604334253,-47.78942214797918,2,5
83,1763621213.877489,20.94445746527778,5.1983229726735445,1.692204,12.892578112265504,0.0,0.0,166,16.6,0,-50.0,-48.92411249537082,0.4839339740894329,-48.19821153423667,2,5
84,1763621213.9441264,20.944040798611116,5.196236584699432,1.6916252,12.780980564522448,0.0,0.0,165,16.5,-1,-50.0,-49.24252421787996,0.5749401223435727,-48.3801140343646,1,5
85,1763621214.0440607,20.880377604166668,5.165648457779482,1.6848166,12.778355034703385,0.0,0.0,168,16.8,3,-50.0,-48.94703601952342,0.5433119297172889,-48.13206812494749,4,5
86,1763621214.1108935,21.061228298611116,5.250537031226665,1.7032231,12.956892360432938,0.0,0.0,165,16.5,-3,-50.0,-49.0334188013049,0.4010940656575964,-48.43177770281851,0,5
87,1763621214.1772654,20.876176215277777,5.16408471744492,1.6845553,12.778020765516493,0.0,0.0,165,16.5,0,-50.0,-49.00818454044073,0.4513915986677029,-48.33109714243918,2,5
88,1763621214.24399,20.880902777777777,5.1682583117196215,1.6851647,12.84254325689622,0.0,0.0,168,16.8,3,-50.0,-49.09762904910858,0.4854913448596298,-48.36939203181914,4,5
89,1763621214.3104055,21.05835069444445,5.248216269924697,1.7026186,12.931901011525843,0.0,0.0,165,16.5,-3,-50.0,-49.11037544281411,0.3721361453776104,-48.552171224747696,0,5
90,1763621214.3820317,20.881675347222224,5.165786313319431,1.684626,12.82147564350646,0.0,0.0,165,16.5,0,-50.0,-49.142662139230985,0.4137698714095607,-48.52200733211664,2,5
91,1763621214.4443128,20.87891493055556,5.165705542632086,1.6849092,12.805217010196635,0.0,0.0,164,16.400000000000002,-1,-50.0,-48.80331997091096,0.5938310258968679,-47.912573432065656,1,5
92,1763621214.543599,20.79315104166667,5.124585007056428,1.6759126,12.740468725585934,0.0,0.0,167,16.7,3,-50.0,-48.74906424403018,0.590507210578882,-47.863303428161856,4,5
93,1763621214.6099842,21.004396701388888,5.222677973762886,1.6972528,12.895520833333334,0.0,0.0,164,16.400000000000002,-3,-50.0,-49.08308405865142,0.3882685390178983,-48.50068125012457,0,5
94,1763621214.677351,20.793480902777777,5.128329460645734,1.6769307,12.770815839301212,0.0,0.0,164,16.400000000000002,0,-50.0,-48.68336899795233,0.5062010592769536,-47.9240674090369,2,5
95,1763621214.7433794,20.794088541666667,5.12851046294626,1.6784215,12.728854162974418,0.0,0.0,167,16.7,3,-50.0,-49.002260168210256,0.5159729471965052,-48.228300747415496,4,5
96,1763621214.8102632,21.01165364583333,5.226368652965983,1.6982446,12.8888410612695,0.0,0.0,167,16.7,0,-50.0,-49.11567059270138,0.4025491009832923,-48.51184694122644,2,5
97,1763621214.8766575,21.007842881944445,5.228248104876742,1.6982192,12.991349634222331,0.0,0.0,164,16.400000000000002,-3,-50.0,-49.10612582722352,0.362380431888236,-48.56255517939117,0,5
98,1763621214.9762385,20.799244791666663,5.126888315992496,1.676237,12.749565932360987,0.0,0.0,163,16.3,-1,-50.0,-49.14288932393933,0.5288453219251062,-48.34962134105167,1,5
99,1763621215.0428288,20.73585503472222,5.0998840032926855,1.6708268,12.680468745177466,0.0,0.0,166,16.6,3,-50.0,-48.940277917054296,0.4948524034954404,-48.19799931181114,4,5
100,1763621215.115667,20.94698784722222,5.201438982573538,1.6933415,12.936540797085232,0.0,0.0,166,16.6,0,-50.0,-49.15967655169338,0.3886174330333571,-48.57675040214335,2,5
101,1763621215.1768465,69.94345052083334,48.63814822489323,3.500129,213.3139466249631,0.0071397569444444,0.0,163,16.3,-3,-33.517382962424705,-11.113377315985808,4.446024104490713,-4.444341159249738,0,5
102,1763621215.24308,68.59645399305556,47.64821678664028,3.4801598,204.79213805670088,0.0070616319444444,0.0,164,16.400000000000002,1,-30.66407265487741,-30.912437584848227,0.6364071343198718,-29.95782688336842,3,5
103,1763621215.3097775,68.88253472222222,47.84670167974737,3.4849982,206.5173393276638,0.0070659722222222,0.0,165,16.5,1,-30.156229684426965,-31.53050276180886,0.5373570922257933,-30.72446712347017,3,5
104,1763621215.3760192,69.3961328125,48.21779583173882,3.4926019,210.0357142017318,0.0071006944444444,0.0,166,16.6,1,-29.446612594124453,-31.1184723308464,0.4715774447650563,-30.41110616369882,3,5
105,1763621215.4757628,69.69957899305555,48.43272381287123,3.4969602,210.61364420542776,0.0071050347222222,0.0,167,16.7,1,-29.020897182962774,-30.61796906760902,0.4313855669092522,-29.970890717245144,3,5
106,1763621215.5427086,70.06337673611111,48.704235845479566,3.5018525,213.23255958719136,0.0071180555555555,0.0,168,16.8,1,-28.520491189562083,-30.37850903195515,0.4028146431644057,-29.774287067208544,3,5
107,1763621215.609264,70.45009548611111,48.98169567578898,3.5071898,216.37499422471785,0.0071484375,0.0,169,16.900000000000002,1,-27.98375438386949,-29.98222520500433,0.3819551592484092,-29.409292466131717,3,5
108,1763621215.6762252,71.04192274305555,49.42766469047923,3.516407,220.61904655550737,0.0071788194444444,0.0,170,17.0,1,-27.185421117504323,-29.61039884942607,0.3677396055486325,-29.05878944110312,3,5
109,1763621215.742411,71.44902777777777,49.72651383190087,3.5222073,223.9536224317009,0.0071918402777777,0.0,171,17.1,1,-26.61151366481088,-29.10324978839812,0.3637884178902364,-28.55756716156277,3,5
110,1763621215.8143585,71.8666015625,50.04567354027646,3.5284958,226.70009666068,0.0072222222222222,0.0,172,17.2,1,-26.055579358202,-28.923169573773905,0.3675598338999042,-28.37182982292405,3,5
111,1763621215.87589,72.31704427083334,50.37269991764221,3.5345006,228.28264909982568,0.0072439236111111,0.0,173,17.3,1,-25.478298650848224,-28.164696487547,0.4268209000900648,-27.5244651374119,3,5
112,1763621215.9752448,73.00157118055556,50.89825684259457,3.545277,232.9527925922912,0.0072699652777777,0.0,174,17.400000000000002,1,-24.595975828580027,-27.754619599134745,0.4071391769169358,-27.143910833759342,3,5
113,1763621216.0419714,73.4495876736111,51.23723208422664,3.5523274,236.7353649065748,0.0072743055555555,0.0,175,17.5,1,-23.98683984134681,-27.05957694119073,0.4367112862777171,-26.40451001177416,3,5
114,1763621216.1088395,73.91165364583334,51.58123728197842,3.558298,239.1896598788792,0.0073046875,0.0,176,17.6,1,-23.4068237937274,-26.892637886696814,0.4075402015872009,-26.281327584316017,3,5
115,1763621216.175085,74.36600694444445,51.933126377154565,3.563975,242.8535084159004,0.0073133680555555,0.0,177,17.7,1,-22.827529170746413,-26.35244939515818,0.4071201556018583,-25.741769161755396,3,5
116,1763621216.2417786,75.03333767361111,52.43513829493768,3.5733757,247.05999923773868,0.00734375,0.0,178,17.8,1,-22.014127235364136,-25.77782638931396,0.4129969557911693,-25.158330955627203,3,5
117,1763621216.3083715,75.47756510416667,52.76994381874764,3.5794086,250.9542354021237,0.0074045138888888,0.0,179,17.900000000000002,1,-21.43980764954099,-24.95770183525244,0.4177722118982138,-24.33104351740512,3,5
118,1763621216.3748837,75.88562065972222,53.08668997601539,3.5836716,253.2689911961685,0.0074348958333333,0.0,180,18.0,1,-20.95036892609548,-24.298215556353423,0.4134315501886448,-23.67806823107046,3,5
119,1763621216.4750535,76.27329861111112,53.38101469384189,3.5888853,255.46688286583048,0.0074826388888888,0.0,181,18.1,1,-20.49248213079761,-23.59187786099799,0.4132838804217655,-22.97195204036534,3,5
120,1763621216.5461352,76.90069878472222,53.85824150797298,3.5962076,259.63405917124805,0.0076128472222222,0.0,182,18.2,1,-19.769897321091204,-22.38534789367992,0.4128565734276863,-21.766063033538387,3,5
121,1763621216.607628,77.28928385416667,54.15279205082901,3.6016836,262.00282162722374,0.0076475694444444,0.0,183,18.3,1,-19.29986533765068,-21.5828966490122,0.3985969202718223,-20.985001268604464,3,5
122,1763621216.6748552,77.67577256944445,54.4472123289404,3.605595,265.34893970176785,0.0077039930555555,0.0,184,18.4,1,-18.85093510367448,-21.072869749729268,0.3843458966009125,-20.4963509048279,3,5
123,1763621216.741251,78.05956597222222,54.734256540559045,3.6105719,267.8400456967766,0.0077560763888888,0.0,185,18.5,1,-18.418349501144483,-20.53487147747884,0.3726013731300446,-19.975969417783773,3,5
124,1763621216.8080037,78.38082465277778,54.98098083732079,3.614544,271.6793073783027,0.0078168402777777,0.0,186,18.6,1,-18.039500263414045,-19.99562492128414,0.3609345717057223,-19.45422306372556,3,5
125,1763621216.9077492,78.86465711805556,55.33872450373373,3.620948,273.603816605104,0.0078385416666666,0.0,187,18.7,1,-17.528861417608752,-19.46019262110288,0.3577719204309647,-18.92353474045643,3,5
126,1763621216.9747698,79.12486545138889,55.53013183337088,3.6237516,275.3722470700111,0.0078993055555555,0.0,188,18.8,1,-17.230008639012695,-18.789520214814885,0.3491955988732632,-18.26572681650499,3,5
127,1763621217.0411212,79.38002604166667,55.71801398061282,3.6268075,276.7084144295398,0.0079036458333333,0.0,189,18.9,1,-16.963870786985147,-18.58328207532972,0.3388244303024044,-18.075045429876116,3,5
128,1763621217.1075466,79.6051779513889,55.86974369473345,3.6296256,278.4432717547192,0.0079296875,0.0,190,19.0,1,-16.72510497852336,-18.18977421084537,0.3358341653048743,-17.68602296288806,3,5
129,1763621217.1743698,79.84407986111111,56.03613668212247,3.6330793,280.9720300561222,0.0079513888888888,0.0,191,19.1,1,-16.46925961518911,-17.903277191860035,0.3207842921117242,-17.422100753692447,3,5
130,1763621217.2454493,79.91463107638889,56.06741012959256,3.6336296,280.16143236624634,0.0079904513888888,0.0,192,19.200000000000003,1,-16.408064472247904,-17.566359201504774,0.3189008122373373,-17.088007983148767,3,5
131,1763621217.3076184,79.92900607638889,56.05437749875145,3.6332426,280.5517642641232,0.0079730902777777,0.0,193,19.3,1,-16.40473393272408,-16.62485634481465,0.3480921874740846,-16.102718063603522,3,5
132,1763621217.4072273,79.79041666666667,55.91131283516234,3.6318724,278.7289987193166,0.0079296875,0.0,194,19.4,1,-16.601928306520843,-16.616747068290724,0.3348046990349709,-16.114540019738268,3,5
133,1763621217.4741032,79.82616319444445,55.89510192900558,3.6314573,278.08803364611964,0.0079557291666666,0.0,195,19.5,1,-16.580081445999188,-16.564262370811647,0.3217633500142525,-16.081617345790267,3,5
134,1763621217.5406897,79.76789930555556,55.82120616832893,3.630241,277.4103480413744,0.0079253472222222,0.0,196,19.6,1,-16.66946685891745,-16.64379650408605,0.3190220274595077,-16.16526346289679,3,5
135,1763621217.6075976,79.7646310763889,55.78867629443341,3.6302576,277.5168589920421,0.0079036458333333,0.0,197,19.700000000000003,1,-16.68441915672207,-16.57997292985516,0.3116777562400744,-16.112456295495047,3,5
136,1763621217.673794,79.76036024305556,55.75825174708276,3.6298904,276.76875035980595,0.0079340277777777,0.0,198,19.8,1,-16.714389495757132,-16.42547568682863,0.3054971363030314,-15.967229982374082,3,5
137,1763621217.740514,79.84032118055555,55.78296077427286,3.6308665,278.4260638178885,0.0079296875,0.0,199,19.9,1,-16.638296595085503,-16.41020694921412,0.3073969446592925,-15.949111532225182,3,5
138,1763621217.80678,79.84774305555555,55.76262371194109,3.6306112,276.57221453629484,0.0079166666666666,0.0,200,20.0,1,-16.65779753677626,-16.372857398742113,0.3061722421049691,-15.913599035584658,3,5
139,1763621217.9070556,79.81709635416667,55.708360339429575,3.6297307,275.74503336400164,0.0079123263888888,0.0,201,20.1,1,-16.71682180780311,-16.263902186507114,0.3047766213644321,-15.806737254460463,3,5
140,1763621217.978389,79.86430989583333,55.71760997463825,3.6301684,276.7970237731934,0.0079470486111111,0.0,202,20.200000000000003,1,-16.674440748902736,-16.232169567790443,0.2972890149736733,-15.786236045329932,3,5
141,1763621218.0404174,79.98368489583333,55.777133939001565,3.6317708,278.27943462449053,0.0079296875,0.0,203,20.3,1,-16.556739962167036,-15.477573151069148,0.3835245685690847,-14.90228629821552,3,5
142,1763621218.10685,80.04052517361112,55.78938719112886,3.632247,276.5473982860236,0.0079383680555555,0.0,204,20.4,1,-16.522238811320566,-15.557731509213342,0.367338565049529,-15.006723661639048,3,5
