step,time,mu,sigma,entropy,sharpness,sat_hi,sat_lo,exp_100us,exp_ms,delta_exp,reward,mean_pred,uncertainty,ucb_score,action_idx,num_actions
14,1763641975.476182,62.913402777777776,46.415848577667866,3.3588176,190.4796201578776,0.0,0.0,159,15.9,-1,-42.48457041858017,7.369228230473541,10.0,22.369228230473542,1,5
15,1763641975.5792491,62.838116319444445,46.33806958624329,3.3565428,190.77024857582754,0.0,0.0,159,15.9,0,-42.41850518799731,0.0,8.66889484851,13.003342272765,2,5
16,1763641975.6450217,62.90799045138889,46.36889871185112,3.3588116,190.47768496890595,0.0,0.0,160,16.0,1,-42.225248817251746,0.0,8.101095355140783,12.151643032711174,3,5
17,1763641975.7124443,63.11935329861111,46.50584066251905,3.362091,191.71008911064996,0.0,0.0,163,16.3,3,-41.78887807210993,0.0,8.95772985978249,13.436594789673734,4,5
18,1763641975.7791376,63.70184027777778,46.930859662137735,3.37371,194.01269591107783,0.0,0.0,162,16.2,-1,-40.59629893905203,0.6703399341911067,5.915944949910545,9.544257359056925,1,5
19,1763641975.8455672,63.652942708333335,46.87212493983166,3.3728652,193.31428866916235,0.0,0.0,159,15.9,-3,-40.68127374492063,0.15795639836552183,3.9029717073661483,6.012413959414744,0,5
20,1763641975.9122074,63.27211805555555,46.55271482222489,3.36614,191.06730299290783,0.0,0.0,159,15.9,0,-41.34300946245324,-30.184849638528956,3.016936944503092,-25.65944422177432,2,5
21,1763641976.011756,63.431475694444444,46.636962278863145,3.3703227,191.64764195328698,0.0,0.0,160,16.0,1,-40.99920778216283,-21.940481213818252,4.512511431167718,-15.171714067066674,3,5
22,1763641976.0786026,63.620151909722225,46.74599840989638,3.3747106,192.52648303748248,0.0,0.0,163,16.3,3,-40.6538186296086,-31.43854384383306,2.3910567669158604,-27.85195869345927,4,5
23,1763641976.145118,64.16085503472222,47.12701170696735,3.3853965,194.47278688324351,0.0,0.0,162,16.2,-1,-39.58074403945762,-36.14440547615732,1.8770181807260558,-33.328878205068236,1,5
24,1763641976.211757,64.0732421875,47.02149216041206,3.3844538,194.18550697004525,0.0,0.0,161,16.1,-1,-39.67506019218283,-35.50389446253149,1.997745948378399,-32.50727553996389,1,5
25,1763641976.2783816,63.98251302083333,46.936789578186406,3.3837633,193.37607469791362,0.0,0.0,164,16.400000000000002,3,-39.908869297732984,-35.370971743161235,1.551833778521839,-33.043221075378476,4,5
26,1763641976.3449051,64.44997829861111,47.2997910376398,3.3918464,196.24383148863993,0.0,0.0,164,16.400000000000002,0,-38.89148949438273,-36.037980618193835,1.9659656321856955,-33.08903216991529,2,5
27,1763641976.4114964,64.46399739583333,47.30921716183085,3.3919237,196.3588881386651,0.0,0.0,163,16.3,-1,-38.83639745821497,-32.68486518366528,1.7162419559177093,-30.110502249788716,1,5
28,1763641976.5112507,64.30414930555555,47.169034486413715,3.389821,194.76117777082655,0.0,0.0,163,16.3,0,-39.16995286746583,-33.570811563006174,1.6992397820654068,-31.021951889908063,2,5
29,1763641976.5783293,64.32848090277778,47.193524169746,3.3898654,195.35393020562069,0.0,0.0,160,16.0,-3,-39.160667542632574,-35.7853040229228,1.226902787823341,-33.94494984118779,0,5
30,1763641976.6448126,63.77158420138889,46.757920923677624,3.3793986,192.2637446017607,0.0,0.0,160,16.0,0,-40.24404071625921,-38.53811248989419,1.5550752152298484,-36.205499667049416,2,5
31,1763641976.7116349,63.719800347222225,46.705001129597406,3.3786013,192.2673959053698,0.0,0.0,163,16.3,3,-40.35062559943812,-35.51096463120163,1.307667504589758,-33.54946337431699,4,5
32,1763641976.778095,64.28159722222222,47.149051479695665,3.3893397,194.42504349272932,0.0,0.0,166,16.6,3,-39.29682443987442,-38.21169950980131,0.9480236088293009,-36.78966409655736,4,5
33,1763641976.8446207,63.854140625,46.66551032095275,3.3806977,191.40106245659717,0.0,0.0,163,16.3,-3,-40.187425846648566,-37.15065861867248,2.735623034113244,-33.04722406750261,0,5
34,1763641976.910881,63.59654947916667,46.54044249438409,3.3763077,190.9941331190133,0.0,0.0,166,16.6,3,-40.61466217278722,-38.65442054585551,1.438254526224038,-36.49703875651945,4,5
35,1763641977.0108392,64.54710069444444,47.36297033134552,3.3938348,195.61260037553578,0.0,0.0,165,16.5,-1,-38.70230399600051,-37.77039065851138,1.37174125482094,-35.71277877627997,1,5
36,1763641977.0776026,64.39560763888889,47.23966446864268,3.3911257,195.59384381915433,0.0,0.0,166,16.6,1,-38.871930423653936,-33.05429382108423,2.2101633464509294,-29.739048801407836,3,5
37,1763641977.1442585,64.58253472222222,47.397625539362494,3.3949347,197.07030080264994,0.0,0.0,163,16.3,-3,-38.51239898936485,-33.473898663107185,1.1422874196947612,-31.760467533565045,0,5
38,1763641977.210851,63.96810329861111,46.90107629284033,3.3835812,193.17117188703745,0.0,0.0,162,16.2,-1,-39.79694146142352,-36.577493447908765,1.411929958416301,-34.459598510284316,1,5
39,1763641977.277185,63.79381076388889,46.75926503065724,3.3800437,191.1095227936168,0.0,0.0,159,15.9,-3,-40.242682216990794,-38.529051383720784,0.7892088732744454,-37.345238073809114,0,5
40,1763641977.3436744,63.19558159722222,46.27583103272575,3.369177,188.53166055137726,0.0,0.0,156,15.600000000000001,-3,-41.47497099228364,-36.78536079524035,0.7258293331015857,-35.69661679558797,0,5
41,1763641977.410844,62.62537326388889,45.82026056312295,3.358174,186.0381040815942,0.0,0.0,155,15.5,-1,-42.556562719469056,-38.20794766608036,1.7008001709001848,-35.65674740973008,1,5
42,1763641977.5105822,62.46279947916667,45.6840675083487,3.3555207,184.77278845469158,0.0,0.0,158,15.8,3,-42.91303027797359,-41.08766620530575,1.8704251102308376,-38.2820285399595,4,5
43,1763641977.5772107,62.95430121527778,46.07280064597908,3.3648436,187.4257284807935,0.0,0.0,158,15.8,0,-41.788556323337986,-44.04124576340849,2.2643845743233646,-40.644668901923446,2,5
44,1763641977.642599,62.916089409722225,46.0319106724745,3.3639903,186.98469007334765,0.0,0.0,155,15.5,-3,-41.91097941053547,-38.09144513787088,0.7876844907157429,-36.90991840179726,0,5
45,1763641977.7105358,62.353250868055554,45.58187041876221,3.3526278,184.17652200249563,0.0,0.0,155,15.5,0,-43.03816403777967,-38.84648073715727,1.0688519696098089,-37.24320278274256,2,5
46,1763641977.776946,62.35016059027778,45.589137117862784,3.3532677,183.02419594176493,0.0,0.0,154,15.4,-1,-43.05865313196709,-40.50368952429416,1.633642363514914,-38.05322597902179,1,5
47,1763641977.843563,62.20868923611111,45.475951167255644,3.3505251,182.78783043499232,0.0,0.0,157,15.700000000000001,3,-43.36526773688531,-39.69019512822087,1.5834864181630788,-37.31496550097626,4,5
48,1763641977.9099512,62.740993923611114,45.89377505278302,3.3605838,185.72158575693763,0.0,0.0,154,15.4,-3,-42.2366304501762,-41.532726818232504,1.1824214768565011,-39.759094602947755,0,5
49,1763641978.0100622,62.142265625,45.40277792306141,3.3490884,181.62359188275747,0.0,0.0,157,15.700000000000001,3,-43.55839304583965,-37.23689999791578,2.097671979200227,-34.090392029115435,4,5
50,1763641978.076689,17.679548611111112,3.6427501445600847,1.3406796,9.931905106137123,0.0,0.0,156,15.600000000000001,-1,-50.0,-40.13637150552645,2.4358413034684347,-36.482609550323794,1,5
51,1763641978.143481,16.366223958333332,2.8196181180768276,1.1278775,8.997222129915968,0.0,0.0,153,15.3,-3,-50.0,-13.051340477111758,10.0,1.9486595228882422,0,5
52,1763641978.2098997,16.129114583333333,2.710993164554192,1.0655298,8.871960860339504,0.0,0.0,150,15.0,-3,-50.0,-40.39809762768693,5.7267755878789215,-31.807934245868548,0,5
53,1763641978.2766564,15.9210546875,2.6157103013693686,1.0232836,8.773428583140433,0.0,0.0,153,15.3,3,-50.0,-50.34522582232228,7.249602414702615,-39.47082220026836,4,5
54,1763641978.3435316,16.01950954861111,2.6571389889653227,1.0414113,8.77978720882086,0.0,0.0,150,15.0,-3,-50.0,-36.093508879992925,1.7383389796516493,-33.48600041051545,0,5
55,1763641978.4100835,15.878381076388889,2.595718894733255,1.0148072,8.742195992175445,0.0,0.0,153,15.3,3,-50.0,-48.58251389707136,4.2650503562096,-42.18493836275696,4,5
56,1763641978.5097153,15.991258680555555,2.645976369971108,1.0373235,8.813697834608291,0.0,0.0,153,15.3,0,-50.0,-46.402750479616856,6.930953404094321,-36.006320373475376,2,5
57,1763641978.576348,15.987612847222222,2.640817626986312,1.0348213,8.835781013695986,0.0,0.0,154,15.4,1,-50.0,-59.334010583295054,8.872409211526673,-46.025396766005045,3,5
58,1763641978.642708,16.02593315972222,2.6535746734576193,1.0415221,8.780221242476099,0.0,0.0,151,15.100000000000001,-3,-50.0,-41.41051403831316,0.9547163329593195,-39.978439538874184,0,5
59,1763641978.7093353,15.895911458333334,2.602113981499644,1.0194774,8.772278312607755,0.0,0.0,148,14.8,-3,-50.0,-45.878861092599394,1.034851810404828,-44.326583376992154,0,5
60,1763641978.7763224,15.773684895833334,2.5506724429306935,0.99910897,8.725941048610357,0.0,0.0,145,14.5,-3,-50.0,-44.694799758536895,1.3152361654373443,-42.72194551038088,0,5
61,1763641978.8429723,15.671098090277777,2.506347101006866,0.98374236,8.514079580726152,0.0,0.0,142,14.200000000000001,-3,-50.0,-44.12970216384228,1.0240222568124693,-42.59366877862358,0,5
62,1763641978.9092696,15.546254340277779,2.4558524447633068,0.968453,8.552755958820862,0.0,0.0,145,14.5,3,-50.0,-39.45490372897195,2.2833770590236586,-36.02983814043646,4,5
63,1763641979.00923,15.6806640625,2.5083055251767292,0.98393,8.597382508661717,0.0,0.0,142,14.200000000000001,-3,-50.0,-43.32227965170031,0.7574572964608198,-42.186093707009086,0,5
64,1763641979.075949,15.554561631944445,2.459293691057478,0.9705299,8.548068510813772,0.0,0.0,139,13.9,-3,-50.0,-47.66128861899187,0.6051165584905788,-46.753613781256,0,5
65,1763641979.1424072,15.429422743055556,2.4037336619244787,0.95538276,8.438341980658638,0.0,0.0,138,13.8,-1,-50.0,-45.07030800896811,2.4063858144360273,-41.460729287314074,1,5
66,1763641979.2091339,15.392790798611111,2.38991100041724,0.95350575,8.394548116726346,0.0,0.0,138,13.8,0,-50.0,-49.169509224164415,3.1948452006536816,-44.37724142318389,2,5
67,1763641979.275826,15.392703993055555,2.3913395676910647,0.95566523,8.41739144782549,0.0,0.0,135,13.5,-3,-50.0,-42.4472194049177,1.0045181973038155,-40.94044210896198,0,5
68,1763641979.3422508,15.270425347222222,2.3390971206670907,0.945678,8.340642361111112,0.0,0.0,135,13.5,0,-50.0,-43.721033497032664,1.7714441642288283,-41.06386725068942,2,5
69,1763641979.4089139,15.268029513888889,2.3398014010490615,0.9469948,8.327929510253153,0.0,0.0,132,13.200000000000001,-3,-50.0,-47.30698673726464,1.1059286344365038,-45.64809378560988,0,5
70,1763641979.5429575,15.145043402777778,2.282708760729376,0.9409535,8.186492346568167,0.0,0.0,129,12.9,-3,-50.0,-47.361697606098815,0.6536209980732464,-46.381266108988946,0,5
71,1763641979.6087747,15.035859375,2.239054908438466,0.9392265,8.14042091198203,0.0,0.0,126,12.600000000000001,-3,-50.0,-46.45133619271817,0.47923918660606063,-45.73247741280908,0,5
72,1763641979.6751661,14.913298611111111,2.1876349691055927,0.93870765,8.084296473448951,0.0,0.0,123,12.3,-3,-50.0,-46.40331698185027,0.4852571014266499,-45.67543132971029,0,5
73,1763641979.7418916,14.788346354166666,2.136404964351436,0.9391552,8.024218055555556,0.0,0.0,120,12.0,-3,-50.0,-46.7242754868016,0.5045303964804387,-45.967479892080945,0,5
74,1763641979.8084183,14.665789930555556,2.080995726284721,0.9370779,7.9167401570449645,0.0,0.0,117,11.700000000000001,-3,-50.0,-47.12494522255386,0.4933422726421905,-46.384931813590576,0,5
75,1763641979.874971,14.55857638888889,2.0365555209711497,0.93323314,7.767846703121987,0.0,0.0,114,11.4,-3,-50.0,-47.47965713839696,0.47705591301353273,-46.76407326887666,0,5
76,1763641979.975012,14.441180555555556,1.9856416876778487,0.9231943,7.681032782359185,0.0,0.0,111,11.100000000000001,-3,-50.0,-47.77411911018625,0.4587462286592247,-47.085999767197414,0,5
77,1763641980.041631,14.315555555555555,1.9324574265030816,0.90824187,7.564461728395062,0.0,0.0,112,11.200000000000001,1,-50.0,-52.34200852546483,3.420496531047099,-47.21126372889418,3,5
78,1763641980.1079643,14.3517578125,1.9479565371208571,0.9132042,7.5924913187662755,0.0,0.0,109,10.9,-3,-50.0,-47.74787425356848,0.37102961574510857,-47.19132982995082,0,5
79,1763641980.17463,14.242009548611112,1.9024207778199456,0.89324534,7.483415780507783,0.0,0.0,106,10.600000000000001,-3,-50.0,-47.8954368852213,0.37108919386069683,-47.338803094430254,0,5
80,1763641980.2464588,14.120855034722222,1.8491479263806467,0.8634565,7.367113630713945,0.0,0.0,103,10.3,-3,-50.0,-48.05262371720048,0.3693856444344912,-47.498545250548744,0,5
81,1763641980.308628,14.002986111111111,1.8006846035532613,0.8286116,7.2985804156833245,0.0,0.0,100,10.0,-3,-50.0,-47.86553577127473,0.386493399513691,-47.28579567200419,0,5
82,1763641980.3747563,13.877196180555556,1.7481430980827344,0.7836951,7.200386092555669,0.0,0.0,100,10.0,0,-50.0,-50.05274760549273,1.8843216059497396,-47.22626519656812,2,5
83,1763641980.4745927,13.881193576388888,1.747986082956251,0.7837769,7.143042127651639,0.0,0.0,101,10.100000000000001,1,-50.0,-48.73809755511653,0.9906695599264401,-47.25209321522687,3,5
84,1763641980.5412111,13.937855902777779,1.7722913370556932,0.8066186,7.228610951666187,0.0,0.0,100,10.0,-3,-50.0,-47.38712574005429,0.2988445368056648,-46.93885893484579,0,5
85,1763641980.6079047,13.8798046875,1.7484770546004136,0.7837293,7.163840905290769,0.0,0.0,103,10.3,3,-50.0,-49.9561231378359,1.9392887563123524,-47.047190003367376,4,5
86,1763641980.6740937,14.007513020833333,1.8022555252042005,0.8305995,7.2918966217982915,0.0,0.0,100,10.0,-3,-50.0,-46.9532463511359,0.25963886920753754,-46.56378804732459,0,5
87,1763641980.7411542,13.88583767361111,1.749853898079027,0.7864031,7.141983406556683,0.0,0.0,100,10.0,0,-50.0,-47.750123562376785,0.6791290190657666,-46.73143003377814,2,5
88,1763641980.8073084,13.878250868055556,1.7492878202392654,0.78466105,7.207677487050753,0.0,0.0,100,10.0,-3,-50.0,-46.96071802798812,0.2559059422990652,-46.57685911453952,0,5
89,1763641980.8742883,13.886453993055556,1.7498766361680964,0.78611594,7.112808152921699,0.0,0.0,100,10.0,-3,-50.0,-46.92909124004568,0.24942024643505198,-46.5549608703931,0,5
90,1763641980.979238,13.88588107638889,1.7510518554401828,0.78769475,7.16154480063356,0.0,0.0,100,10.0,0,-50.0,-47.355513769024,0.5425313769076484,-46.54171670366253,2,5
91,1763641981.040968,46.14920572916667,31.67120552413142,2.9782753,97.9352793564785,0.0,0.0,101,10.100000000000001,1,-50.0,-47.26738149566222,0.8000184987918181,-46.06735374747449,3,5
92,1763641981.1070735,46.327547743055554,31.792565924541183,2.9828022,99.28915429369142,0.0,0.0,101,10.100000000000001,0,-50.0,-38.50954761413519,2.232934167473582,-35.16014636292481,2,5
93,1763641981.1736856,46.277105034722226,31.742285208614227,2.980985,98.57631806548319,0.0,0.0,102,10.200000000000001,1,-50.0,-41.74111511241852,2.869261176115864,-37.43722334824472,3,5
94,1763641981.240522,46.65589409722222,32.077087365220784,2.9905324,100.08161324581569,0.0,0.0,101,10.100000000000001,-1,-50.0,-40.56745237189298,1.6683693832044457,-38.064898297086316,1,5
95,1763641981.340383,46.21598958333333,31.685463273793104,2.979885,98.81421952565513,0.0,0.0,104,10.4,3,-50.0,-42.89307370805972,2.2824523247851825,-39.46939522088194,4,5
96,1763641981.4067256,47.415125868055554,32.76022279263976,3.0118124,103.70625802469138,0.0,0.0,101,10.100000000000001,-3,-50.0,-40.375728204999106,0.9099575277287282,-39.01079191340602,0,5
97,1763641981.4733248,46.193576388888886,31.658725189309507,2.9786859,98.28904255996517,0.0,0.0,100,10.0,-3,-50.0,-44.88380166128865,0.587257357785073,-44.00291562461104,0,5
98,1763641981.5401535,45.55936197916667,31.096031540122897,2.9616828,95.10871858656138,0.0,0.0,100,10.0,0,-50.0,-46.31319061930038,0.8097864815587295,-45.09851089696228,2,5
99,1763641981.6064205,45.55313802083333,31.087488930716304,2.9616554,95.10159889315379,0.0,0.0,100,10.0,-3,-50.0,-46.01052540783127,0.47108441773845966,-45.30389878122358,0,5
100,1763641981.677853,45.513828125,31.057157344557883,2.9606085,95.11775839796654,0.0,0.0,100,10.0,-1,-50.0,-46.73891345170362,0.7832739676701178,-45.56400250019844,1,5
101,1763641981.740333,45.51251736111111,31.047017568727806,2.9611073,94.94970848697618,0.0,0.0,100,10.0,-3,-50.0,-46.41719266451529,0.42377589958483713,-45.78152881513803,0,5
102,1763641981.8396356,45.51583333333333,31.048349269504026,2.9606304,94.7616259968887,0.0,0.0,100,10.0,0,-50.0,-46.46178098627759,0.5731550026987251,-45.6020484822295,2,5
103,1763641981.90632,45.507799479166664,31.04079710641236,2.9605663,95.22014100023432,0.0,0.0,103,10.3,3,-50.0,-47.22173502050564,0.7982645370665461,-46.024338214905825,4,5
104,1763641981.9696386,46.889874131944445,32.28285341938273,2.9981282,101.78511400342401,0.0,0.0,103,10.3,0,-50.0,-46.12595454587936,0.49245010002334505,-45.387279395844345,2,5
105,1763641982.0395367,46.88880642361111,32.270868996898095,2.9978654,101.2785290690104,0.0,0.0,104,10.4,1,-50.0,-46.97140455950546,0.9395006810360509,-45.56215353795138,3,5
106,1763641982.1061082,47.25788194444444,32.60831148350842,3.008536,103.2412808317773,0.0,0.0,104,10.4,0,-50.0,-46.384975404527395,0.5169386389040944,-45.609567446171255,2,5
107,1763641982.1729553,47.24727864583333,32.592338029613536,3.0078604,103.0582680094401,0.0,0.0,107,10.700000000000001,3,-50.0,-46.53121164627505,0.6504831168534627,-45.55548697099485,4,5
108,1763641982.2724214,48.505269097222225,33.706804765720406,3.0416746,108.65619346921943,0.0,0.0,106,10.600000000000001,-1,-50.0,-45.98375763063224,0.6447080180115868,-45.01669560361486,1,5
109,1763641982.3391404,48.12318142361111,33.36637886650672,3.0317256,107.24868549441116,0.0,0.0,103,10.3,-3,-50.0,-46.17171653826347,0.43885401930468815,-45.51343550930643,0,5
110,1763641982.4106965,46.786783854166664,32.180489174237415,2.9954348,100.2990230711195,0.0,0.0,103,10.3,0,-50.0,-46.95442743775392,0.5487472463747266,-46.13130656819183,2,5
111,1763641982.4728026,46.777973090277776,32.163746306162665,2.9947028,100.4373543294271,0.0,0.0,100,10.0,-3,-50.0,-46.60057500367348,0.37786104849650315,-46.03378343092872,0,5
112,1763641982.5393193,45.352473958333334,30.888374970031236,2.9562109,93.87035757370938,0.0,0.0,100,10.0,-3,-50.0,-47.29131309955682,0.3562033895444711,-46.75700801524011,0,5
113,1763641982.6058984,45.33661892361111,30.873932719276855,2.956304,94.21384610934788,0.0,0.0,100,10.0,-1,-50.0,-46.709913983814076,0.493642353204493,-45.96945045400734,1,5
114,1763641982.6725714,45.31059461805555,30.851866652578945,2.9551976,93.97236869964598,0.0,0.0,100,10.0,0,-50.0,-46.73786078162537,0.37506329239574143,-46.17526584303176,2,5
115,1763641982.7719727,45.28943142361111,30.83363501158135,2.9543178,94.41597825639514,0.0,0.0,100,10.0,0,-50.0,-47.02694326320997,0.3521635721330337,-46.498697905010424,2,5
116,1763641982.8389068,45.257434895833335,30.80442688948595,2.9537368,94.14331568400065,0.0,0.0,100,10.0,-1,-50.0,-47.120696265791295,0.4381912693984197,-46.463409361693664,1,5
117,1763641982.9052906,45.2184765625,30.75751062475499,2.9526887,93.70613500206088,0.0,0.0,103,10.3,3,-50.0,-47.127080604653706,0.5159074819737092,-46.353219381693144,4,5
118,1763641982.9718673,46.475911458333336,31.86975762368079,2.9866724,98.79596672905812,0.0,0.0,103,10.3,0,-50.0,-46.265065900982506,0.35619277661059395,-45.730776736066616,2,5
119,1763641983.0384362,46.41865451388889,31.821800336591412,2.985022,98.91447591115693,0.0,0.0,104,10.4,1,-50.0,-46.88280556990918,0.7242517081019213,-45.7964280077563,3,5
120,1763641983.1103776,46.677578125,32.04150767790758,2.9914849,100.04777312326311,0.0,0.0,107,10.700000000000001,3,-50.0,-46.44081518066484,0.49442668861603517,-45.69917514774079,4,5
121,1763641983.1725166,47.61826388888889,32.85450139503678,3.017372,104.66648876182647,0.0,0.0,107,10.700000000000001,0,-50.0,-45.241380022235504,0.44896491304442715,-44.567932652668866,2,5
122,1763641983.2718613,47.4532421875,32.69454687412249,3.0127983,103.25330509664276,0.0,0.0,110,11.0,3,-50.0,-46.03920957655034,0.5383741486896865,-45.23164835351581,4,5
123,1763641983.338177,47.93666666666667,33.06664263586996,3.0265083,105.73355772448883,0.0,0.0,111,11.100000000000001,1,-50.0,-46.818479851104726,0.9371335580233079,-45.41277951406976,3,5
124,1763641983.4050324,47.90799479166667,33.011795666052386,3.025354,105.2480853780111,0.0,0.0,111,11.100000000000001,0,-50.0,-45.41537330067845,0.5529201476148757,-44.58599307925614,2,5
125,1763641983.4715533,47.77814236111111,32.89107097711171,3.0219872,104.36908820137683,0.0,0.0,110,11.0,-1,-50.0,-45.95409590807198,0.5689786168919747,-45.10062798273402,1,5
126,1763641983.5383804,47.47982638888889,32.630574118929786,3.0140922,102.97227996779078,0.0,0.0,107,10.700000000000001,-3,-50.0,-46.012139337783296,0.35935915668205215,-45.47310060276022,0,5
127,1763641983.605035,46.84936631944444,32.11740169730343,2.9963338,100.42140731065535,0.0,0.0,110,11.0,3,-50.0,-46.67918266118303,0.47859724070944804,-45.961286800118856,4,5
128,1763641983.70482,47.107265625,32.27656643159974,3.003336,100.89318216957753,0.0,0.0,110,11.0,0,-50.0,-45.95095330248684,0.43787688135645425,-45.294137980452156,2,5
129,1763641983.7715104,21.185347222222223,7.692210879374672,1.8806808,15.455186288621693,0.0,0.0,109,10.9,-1,-50.0,-46.518338169743785,0.46567152748917606,-45.81983087851002,1,5
130,1763641983.8431344,14.4683984375,2.0174089424922155,0.9308282,7.816071816507978,0.0,0.0,109,10.9,0,-50.0,-46.25018115543686,1.478185529497379,-44.03290286119079,2,5
131,1763641983.9051137,14.363858506944444,1.962831325741733,0.9186147,7.626184772237141,0.0,0.0,108,10.8,-1,-50.0,-42.286647458207085,1.6150119477820064,-39.86412953653407,1,5
132,1763641983.9710147,14.25953125,1.9110686698360664,0.90008974,7.530854582139004,0.0,0.0,111,11.100000000000001,3,-50.0,-44.56375322572139,1.127880003596601,-42.87193322032649,4,5
133,1763641984.038147,14.368658854166666,1.9553362322600596,0.91723925,7.576744704559704,0.0,0.0,111,11.100000000000001,0,-50.0,-44.65103862511794,1.1304416884494486,-42.95537609244377,2,5
134,1763641984.1043797,14.354869791666667,1.9503128489399422,0.9140389,7.640446332295736,0.0,0.0,112,11.200000000000001,1,-50.0,-45.76279248833673,1.4700533177026687,-43.557712511782725,3,5
135,1763641984.2045088,14.37986545138889,1.9588350374952184,0.918131,7.718094604322646,0.0,0.0,111,11.100000000000001,-1,-50.0,-46.865902215926575,0.8146605699524727,-45.64391136099786,1,5
136,1763641984.2709181,14.340716145833333,1.9452537969008998,0.91152215,7.577751540120443,0.0,0.0,108,10.8,-3,-50.0,-46.877038765143396,0.7242055170676356,-45.79073048954194,0,5
137,1763641984.3376527,14.213524305555556,1.8922991993408196,0.88865244,7.463459201219347,0.0,0.0,111,11.100000000000001,3,-50.0,-47.27905151191247,0.7370086935141101,-46.17353847164131,4,5
138,1763641984.4041035,14.3403125,1.9428898792518596,0.9114843,7.59987355503035,0.0,0.0,111,11.100000000000001,0,-50.0,-47.227969505143214,0.7320084436530448,-46.12995683966365,2,5
139,1763641984.4707682,14.338993055555555,1.945426534909389,0.912875,7.570004319763182,0.0,0.0,110,11.0,-1,-50.0,-47.70745789012317,0.6064700788713957,-46.79775277181608,1,5
140,1763641984.5425053,14.304505208333333,1.9252959318816665,0.9049748,7.55178816121419,0.0,0.0,107,10.700000000000001,-3,-50.0,-47.837283879054254,0.5759360770583405,-46.973379763466745,0,5
141,1763641984.6042569,14.175421006944445,1.873949948056937,0.87969327,7.485993800014918,0.0,0.0,104,10.4,-3,-50.0,-48.22796040056035,0.5591029263929458,-47.38930601097093,0,5
142,1763641984.704263,14.054383680555556,1.8206242400952937,0.8452291,7.321714314759808,0.0,0.0,107,10.700000000000001,3,-50.0,-48.63618457137104,0.6657854730026417,-47.637506361867075,4,5
143,1763641984.7702832,14.177096354166666,1.8740610351013967,0.8795097,7.446202057091984,0.0,0.0,107,10.700000000000001,0,-50.0,-48.48720540347841,0.6413851125491452,-47.525127734654696,2,5
144,1763641984.8369517,14.179509548611112,1.8710475292412154,0.8789463,7.467356282533245,0.0,0.0,108,10.8,1,-50.0,-48.818260904560375,0.8843534094746291,-47.491730790348434,3,5
145,1763641984.9039242,14.211905381944444,1.8879059804575604,0.88612497,7.447404340277777,0.0,0.0,107,10.700000000000001,-1,-50.0,-48.63553816191739,0.5856052663204173,-47.75713026243676,1,5
